country,year,electricity_and_heat_co2_emissions,electricity_and_heat_co2_emissions_per_capita,energy_co2_emissions,energy_co2_emissions_per_capita,total_co2_emissions_excluding_lucf,total_co2_emissions_excluding_lucf_per_capita


Germany,1994,384.91,4.758901,860.56,10.639682,875.9,10.829341
Germany,1995,379.36,4.6763406,859.1,10.590056,874.66,10.781863
Germany,1996,389.99,4.7968736,889.53,10.941213,904.34,11.123376
Germany,1997,374.14,4.5942774,857.38,10.528255,872.65,10.715765
Germany,1998,374.12,4.5890565,849.71,10.422771,865.25,10.613389
Germany,1999,359.05,4.402444,817.82,10.027593,833.59,10.220954
Germany,2000,364.01,4.46355,815.03,9.994031,830.28,10.181028
Germany,2001,377.21,4.6275163,834.18,10.233508,847.68,10.399123
Germany,2002,378.72,4.6500993,820.56,10.075215,833.38,10.232625
Germany,2003,384.21,4.7231107,823.28,10.120619,836.79,10.286696
Germany,2004,379.48,4.6695647,807.0,9.93027,821.07,10.103404
Germany,2005,375.8,4.6273856,789.33,9.719357,802.38,9.880047
Germany,2006,379.51,4.675046,801.07,9.868091,814.41,10.03242
Germany,2007,392.57,4.835569,769.35,9.47664,783.8,9.654632
Germany,2008,371.06,4.5687203,776.11,9.555947,789.69,9.723152
Germany,2009,343.1,4.222217,722.25,8.888068,734.81,9.042633
Germany,2010,361.68,4.447336,760.64,9.35308,773.07,9.505923
Germany,2011,354.26,4.3508387,733.09,9.003434,746.48,9.167882
Germany,2012,365.16,4.4779873,746.84,9.158561,760.13,9.321536
Germany,2013,369.74,4.5266566,763.65,9.349223,776.15,9.502257
Germany,2014,350.25,4.2787075,723.11,8.833623,736.01,8.991211
Germany,2015,346.26,4.218915,729.68,8.890596,742.31,9.044484
Germany,2016,345.94,4.2017975,734.49,8.921137,747.15,9.074906
Germany,2017,327.74,3.9666264,718.79,8.6994915,732.2,8.861793
Germany,2018,310.4,3.7444193,694.54,8.37838,707.77,8.537976
Germany,2019,261.86,3.1493185,645.4,7.762049,658.69,7.9218845
Germany,2020,225.46,2.705661,589.99,7.080249,603.35,7.2405767
Ghana,1990,0.04,0.0025895017,2.52,0.16313861,2.52,0.16313861
Ghana,1991,0.05,0.0031558736,2.26,0.1426455,2.26,0.1426455
Ghana,1992,0.05,0.0030785243,2.66,0.16377749,2.66,0.16377749
Ghana,1993,0.06,0.003604981,2.7,0.16222414,2.7,0.16222414
Ghana,1994,0.08,0.0046946015,2.91,0.17076613,2.91,0.17076613
Ghana,1995,0.07,0.004014019,3.18,0.18235114,3.18,0.18235114
Ghana,1996,0.06,0.0033624726,3.48,0.1950234,3.48,0.1950234
Ghana,1997,0.03,0.0016422119,3.6,0.19706543,3.6,0.19706543
Ghana,1998,1.21,0.06465503,5.44,0.29068047,5.44,0.29068047
Ghana,1999,1.15,0.059968296,5.82,0.3034917,5.82,0.3034917
Ghana,2000,0.54,0.027459247,4.95,0.25170976,4.95,0.25170976
Ghana,2001,0.93,0.04604967,5.44,0.26936582,5.44,0.26936582
Ghana,2002,1.95,0.09393822,6.67,0.3213169,6.67,0.3213169
Ghana,2003,1.73,0.08110825,6.38,0.29911596,6.38,0.29911596
Ghana,2004,0.61,0.027845683,5.92,0.27024007,5.92,0.27024007
Ghana,2005,1.1,0.04889551,6.33,0.28137144,6.33,0.28137144
Ghana,2006,2.4,0.103902444,7.8,0.33768296,7.8,0.33768296
Ghana,2007,2.6,0.10966611,8.42,0.35514948,8.42,0.35514948
Ghana,2008,1.89,0.07769436,7.97,0.32763174,7.97,0.32763174
Ghana,2009,1.73,0.06933654,9.32,0.3735356,9.32,0.3735356
Ghana,2010,3.07,0.1200404,10.38,0.4058695,10.38,0.4058695
Ghana,2011,2.52,0.0961614,10.79,0.41173872,10.8,0.4121203
Ghana,2012,3.09,0.11504626,12.86,0.47880095,12.88,0.4795456
Ghana,2013,3.68,0.1336938,13.88,0.5042581,13.9,0.50498474
Ghana,2014,3.31,0.11739106,13.35,0.47346544,13.37,0.47417474
Ghana,2015,3.37,0.11672635,14.29,0.49496126,14.32,0.49600038
Ghana,2016,4.26,0.14414147,14.52,0.4912991,14.55,0.4923142
Ghana,2017,4.63,0.1531983,15.11,0.4999625,15.14,0.50095516
Ghana,2018,5.28,0.17103626,16.75,0.5425866,16.77,0.54323447
Ghana,2019,5.95,0.1887553,18.01,0.5713417,18.04,0.5722934
Ghana,2020,6.46,0.2007433,19.37,0.6019191,19.4,0.6028514
Greece,1990,37.09,3.6001828,69.86,6.7810397,75.62,7.3401403
Greece,1991,36.33,3.4961092,70.1,6.7458644,75.82,7.2963114
Greece,1992,38.86,3.7085853,72.32,6.9018245,78.18,7.4610705
Greece,1993,38.89,3.681565,72.22,6.8367867,78.09,7.392477
Greece,1994,40.41,3.7952857,73.81,6.9321957,79.73,7.488199
Greece,1995,42.14,3.928065,76.48,7.129056,82.83,7.720969
Greece,1996,39.0,3.609838,76.38,7.069729,82.75,7.6593356
Greece,1997,39.01,3.5870361,77.35,7.1124644,83.76,7.7018747
Greece,1998,40.44,3.6967041,80.74,7.380611,87.13,7.964734
Greece,1999,41.81,3.8030314,81.03,7.370477,87.4,7.949891
Greece,2000,47.73,4.324109,87.92,7.9651303,94.46,8.557623
Greece,2001,48.18,4.3514457,90.04,8.1320915,96.61,8.725471
Greece,2002,48.06,4.3310485,90.28,8.135811,96.6,8.705354
Greece,2003,49.13,4.421948,93.85,8.446974,100.22,9.020306
Greece,2004,49.9,4.4893928,93.48,8.410189,99.84,8.982385
Greece,2005,50.62,4.554841,95.16,8.562597,101.95,9.173569
Greece,2006,48.84,4.3975844,94.1,8.472823,100.7,9.067092
Greece,2007,52.14,4.700901,97.9,8.826586,104.31,9.404507
Greece,2008,51.22,4.6254067,94.35,8.520248,100.41,9.067494
Greece,2009,48.3,4.368865,90.16,8.155214,94.74,8.569488
Greece,2010,45.24,4.100135,83.37,7.555885,87.58,7.93744
Greece,2011,45.23,4.1100507,82.12,7.462246,84.55,7.6830597
Greece,2012,45.84,4.1810956,76.99,7.0223074,80.09,7.3050604
Greece,2013,41.5,3.802281,68.85,6.3081217,72.48,6.6407065
Greece,2014,38.12,3.5091686,65.73,6.050831,69.55,6.4024835
Greece,2015,34.57,3.198958,64.54,5.972252,68.01,6.2933507
Greece,2016,33.06,3.0754228,63.08,5.8680477,66.85,6.218754
Greece,2017,34.72,3.247218,63.11,5.902417,66.8,6.2475276
Greece,2018,33.86,3.1843436,61.6,5.793135,65.02,6.1147666
Greece,2019,28.48,2.6933923,56.63,5.355576,59.99,5.6733356
Greece,2020,22.26,2.1175332,48.02,4.5680118,51.0,4.851491
Grenada,1990,0.05,0.504714,0.11,1.1103709,0.11,1.1103709
Grenada,1991,0.05,0.50111246,0.12,1.20267,0.12,1.20267
Grenada,1992,0.05,0.49478498,0.13,1.2864408,0.13,1.2864408
Grenada,1993,0.06,0.5871416,0.13,1.27214,0.13,1.27214
Grenada,1994,0.06,0.5814291,0.14,1.356668,0.14,1.356668
Grenada,1995,0.07,0.67259187,0.15,1.4412683,0.15,1.4412683
Grenada,1996,0.07,0.667544,0.17,1.6211783,0.17,1.6211783
Grenada,1997,0.08,0.7578413,0.18,1.7051429,0.18,1.7051429
Grenada,1998,0.08,0.75319636,0.2,1.882991,0.2,1.882991
Grenada,1999,0.08,0.7487762,0.21,1.9655375,0.21,1.9655375
Grenada,2000,0.08,0.7445878,0.2,1.8614694,0.2,1.8614694
Grenada,2001,0.08,0.74111813,0.21,1.9454352,0.21,1.9454352
Grenada,2002,0.09,0.8314395,0.21,1.9400254,0.21,1.9400254
Grenada,2003,0.09,0.82758623,0.22,2.0229886,0.22,2.0229886
Grenada,2004,0.09,0.8217002,0.22,2.0086005,0.22,2.0086005
Grenada,2005,0.09,0.8161933,0.23,2.0858274,0.23,2.0858274
Grenada,2006,0.1,0.9008522,0.24,2.1620452,0.24,2.1620452
Grenada,2007,0.1,0.89493465,0.25,2.2373366,0.25,2.2373366
Grenada,2008,0.13,1.1555862,0.26,2.3111725,0.26,2.3111725
Grenada,2009,0.13,1.1478014,0.26,2.2956028,0.26,2.2956028
Grenada,2010,0.14,1.2274457,0.27,2.3672166,0.27,2.3672166
Grenada,2011,0.13,1.1310937,0.26,2.2621875,0.26,2.2621875
Grenada,2012,0.15,1.2938843,0.28,2.4152505,0.28,2.4152505
Grenada,2013,0.19,1.6245704,0.32,2.7361186,0.32,2.7361186
Grenada,2014,0.12,1.0170698,0.25,2.1188955,0.25,2.1188955
Grenada,2015,0.13,1.092492,0.27,2.269022,0.27,2.269022
Grenada,2016,0.14,1.1669292,0.28,2.3338585,0.28,2.3338585
Grenada,2017,0.15,1.240346,0.29,2.3980021,0.29,2.3980021
Grenada,2018,0.16,1.3130575,0.32,2.626115,0.32,2.626115
Grenada,2019,0.17,1.3850754,0.35,2.851626,0.35,2.851626
Grenada,2020,0.16,1.2937448,0.32,2.5874896,0.32,2.5874896
Guatemala,1990,0.24,0.026417814,3.21,0.35333827,3.93,0.4325917
Guatemala,1991,0.29,0.031083982,3.41,0.36550474,4.03,0.4319602
Guatemala,1992,0.9,0.09397878,4.23,0.44170025,4.83,0.5043528
Guatemala,1993,0.91,0.092556134,4.64,0.4719346,5.12,0.5207554
Guatemala,1994,0.99,0.098069154,4.93,0.48836458,5.45,0.5398757
Guatemala,1995,1.11,0.10711085,5.88,0.567398,6.37,0.6146812
Guatemala,1996,1.02,0.09593413,5.73,0.5389241,6.2,0.58312905
Guatemala,1997,1.06,0.09719967,6.02,0.5520207,6.57,0.60245454
Guatemala,1998,2.05,0.183297,7.66,0.6849049,8.31,0.74302346
Guatemala,1999,1.81,0.1578924,7.54,0.65773964,8.22,0.71705836
Guatemala,2000,2.43,0.2070571,8.61,0.73364675,9.44,0.80437
Guatemala,2001,2.54,0.21150456,8.99,0.7485929,9.84,0.819372
Guatemala,2002,3.1,0.25224033,9.65,0.7851997,10.49,0.8535487
Guatemala,2003,3.08,0.24501796,9.74,0.7748295,10.57,0.8408571
Guatemala,2004,3.46,0.26920974,9.87,0.767948,10.78,0.8387517
Guatemala,2005,3.4,0.2588934,10.57,0.8048539,11.56,0.8802376
Guatemala,2006,3.09,0.23038381,10.57,0.78807664,11.55,0.86114335
Guatemala,2007,3.28,0.23947534,11.44,0.8352432,12.44,0.908254
Guatemala,2008,3.03,0.2167467,10.28,0.7353651,11.27,0.8061833
Guatemala,2009,3.59,0.2517635,11.29,0.7917576,11.88,0.83313376
Guatemala,2010,2.64,0.18152906,10.38,0.7137393,11.48,0.7893764
Guatemala,2011,2.65,0.17865019,10.66,0.71864563,11.77,0.79347646
Guatemala,2012,2.94,0.19433768,11.06,0.7310798,12.18,0.8051132
Guatemala,2013,3.44,0.22304837,11.89,0.7709434,13.05,0.8461574
Guatemala,2014,3.61,0.2297352,12.64,0.8043914,14.0,0.89093983
Guatemala,2015,4.85,0.30310407,15.03,0.93931013,16.46,1.0286789
Guatemala,2016,5.21,0.3198084,16.15,0.9913447,17.45,1.0711433
Guatemala,2017,4.12,0.24851137,15.2,0.9168381,16.53,0.9970615
Guatemala,2018,5.42,0.32165837,16.9,1.0029569,18.08,1.0729858
Guatemala,2019,5.73,0.33496356,17.9,1.0463958,19.02,1.1118686
Guatemala,2020,4.02,0.23153059,15.61,0.8990529,16.87,0.97162217
Guinea,1990,0.33,0.051934596,1.0,0.15737756,1.0,0.15737756
Guinea,1991,0.34,0.05139259,1.02,0.15417777,1.02,0.15417777
Guinea,1992,0.34,0.04976438,1.06,0.15514778,1.06,0.15514778
Guinea,1993,0.34,0.048253637,1.09,0.15469548,1.09,0.15469548
Guinea,1994,0.34,0.04681835,1.12,0.15422516,1.12,0.15422516
Guinea,1995,0.35,0.046864435,1.16,0.15532212,1.16,0.15532212
Guinea,1996,0.35,0.04555441,1.23,0.1600912,1.23,0.1600912
Guinea,1997,0.35,0.044626858,1.29,0.16448185,1.29,0.16448185
Guinea,1998,0.35,0.043790743,1.36,0.17015831,1.36,0.17015831
Guinea,1999,0.35,0.04281398,1.43,0.17492568,1.43,0.17492568
Guinea,2000,0.35,0.041981664,1.49,0.17872193,1.49,0.17872193
Guinea,2001,0.36,0.04262513,1.57,0.18589292,1.57,0.18589292
Guinea,2002,0.36,0.041968867,1.63,0.1900257,1.63,0.1900257
Guinea,2003,0.36,0.04103846,1.71,0.19493268,1.71,0.19493268
Guinea,2004,0.36,0.04017388,1.77,0.19752158,1.77,0.19752158
Guinea,2005,0.24,0.026257884,1.84,0.20131044,1.84,0.20131044
Guinea,2006,0.24,0.02572173,1.9,0.20363036,1.9,0.20363036
Guinea,2007,0.22,0.023043677,1.98,0.20739311,1.98,0.20739311
Guinea,2008,0.24,0.024540396,2.01,0.20552582,2.01,0.20552582
Guinea,2009,0.24,0.023948943,2.12,0.211549,2.12,0.211549
Guinea,2010,0.13,0.012657329,2.5,0.2434102,2.5,0.2434102
Guinea,2011,0.12,0.01139849,2.62,0.24886702,2.62,0.24886702
Guinea,2012,0.19,0.017611025,2.47,0.22894333,2.47,0.22894333
Guinea,2013,0.14,0.012663457,2.16,0.19537905,2.16,0.19537905
Guinea,2014,0.23,0.020294067,2.23,0.1967642,2.23,0.1967642
Guinea,2015,0.18,0.015482536,2.52,0.2167555,2.52,0.2167555
Guinea,2016,0.38,0.031849828,2.81,0.2355211,2.81,0.2355211
Guinea,2017,0.41,0.033494566,3.32,0.2712243,3.32,0.2712243
Guinea,2018,0.54,0.043011196,3.74,0.29789236,3.74,0.29789236
Guinea,2019,0.55,0.042710032,4.52,0.3509988,4.52,0.3509988
Guinea,2020,0.55,0.041650396,4.54,0.34380507,4.54,0.34380507
Guinea-Bissau,1990,0.03,0.030814836,0.17,0.17461741,0.17,0.17461741
Guinea-Bissau,1991,0.03,0.030185308,0.17,0.17105007,0.17,0.17105007
Guinea-Bissau,1992,0.03,0.029328093,0.18,0.17596856,0.18,0.17596856
Guinea-Bissau,1993,0.03,0.028388472,0.19,0.17979366,0.19,0.17979366
Guinea-Bissau,1994,0.04,0.036709946,0.18,0.16519475,0.18,0.16519475
Guinea-Bissau,1995,0.04,0.035802867,0.18,0.16111289,0.19,0.17006361
Guinea-Bissau,1996,0.04,0.035068955,0.18,0.1578103,0.18,0.1578103
Guinea-Bissau,1997,0.05,0.043012567,0.2,0.17205027,0.2,0.17205027
Guinea-Bissau,1998,0.02,0.016890837,0.17,0.1435721,0.17,0.1435721
Guinea-Bissau,1999,0.01,0.008288588,0.19,0.15748319,0.19,0.15748319
Guinea-Bissau,2000,0.02,0.016248867,0.15,0.12186651,0.15,0.12186651
Guinea-Bissau,2001,0.02,0.015905963,0.15,0.11929473,0.15,0.11929473
Guinea-Bissau,2002,0.02,0.015555946,0.15,0.116669595,0.15,0.116669595
Guinea-Bissau,2003,0.02,0.0152013805,0.2,0.15201381,0.2,0.15201381
Guinea-Bissau,2004,0.02,0.014847678,0.21,0.15590061,0.21,0.15590061
Guinea-Bissau,2005,0.02,0.014495757,0.21,0.15220545,0.21,0.15220545
Guinea-Bissau,2006,0.02,0.014143331,0.22,0.15557665,0.22,0.15557665
Guinea-Bissau,2007,0.03,0.020681469,0.23,0.15855792,0.23,0.15855792
Guinea-Bissau,2008,0.03,0.02015537,0.22,0.14780605,0.22,0.14780605
Guinea-Bissau,2009,0.02,0.013095802,0.23,0.15060171,0.23,0.15060171
Guinea-Bissau,2010,0.02,0.012761401,0.24,0.15313682,0.24,0.15313682
Guinea-Bissau,2011,0.03,0.018644832,0.24,0.14915866,0.24,0.14915866
Guinea-Bissau,2012,0.02,0.012101264,0.25,0.15126579,0.25,0.15126579
Guinea-Bissau,2013,0.02,0.011780249,0.25,0.14725311,0.25,0.14725311
Guinea-Bissau,2014,0.02,0.011472376,0.26,0.14914088,0.26,0.14914088
Guinea-Bissau,2015,0.04,0.022359721,0.28,0.15651806,0.28,0.15651806
Guinea-Bissau,2016,0.06,0.032705497,0.31,0.1689784,0.31,0.1689784
Guinea-Bissau,2017,0.06,0.031917695,0.31,0.1649081,0.31,0.1649081
Guinea-Bissau,2018,0.06,0.031169577,0.32,0.16623774,0.32,0.16623774
Guinea-Bissau,2019,0.06,0.030449742,0.33,0.16747358,0.33,0.16747358
Guinea-Bissau,2020,0.06,0.029764282,0.33,0.16370355,0.33,0.16370355
Guyana,1990,0.35,0.46846306,1.17,1.5660051,1.17,1.5660051
Guyana,1991,0.35,0.4703656,1.14,1.532048,1.14,1.532048
Guyana,1992,0.34,0.45637646,1.08,1.4496664,1.08,1.4496664
Guyana,1993,0.34,0.45503455,1.09,1.4587872,1.09,1.4587872
Guyana,1994,0.38,0.5069688,1.41,1.8811212,1.41,1.8811212
Guyana,1995,0.41,0.54542893,1.53,2.035381,1.53,2.035381
Guyana,1996,0.41,0.5440718,1.58,2.096667,1.58,2.096667
Guyana,1997,0.44,0.58261555,1.72,2.277497,1.72,2.277497
Guyana,1998,0.47,0.6211139,1.75,2.312658,1.75,2.312658
Guyana,1999,0.4,0.5276899,1.74,2.295451,1.74,2.295451
Guyana,2000,0.39,0.51379406,1.66,2.1869183,1.66,2.1869183
Guyana,2001,0.38,0.50012106,1.64,2.1584172,1.64,2.1584172
Guyana,2002,0.38,0.49978563,1.62,2.130665,1.62,2.130665
Guyana,2003,0.68,0.89406747,1.62,2.1299844,1.62,2.1299844
Guyana,2004,0.68,0.8942332,1.67,2.1961317,1.67,2.1961317
Guyana,2005,0.5,0.6581433,1.48,1.9481041,1.48,1.9481041
Guyana,2006,0.51,0.67248964,1.33,1.7537475,1.33,1.7537475
Guyana,2007,0.6,0.7930969,1.61,2.1281433,1.61,2.1281433
Guyana,2008,0.58,0.7690686,1.6,2.1215684,1.6,2.1215684
Guyana,2009,0.75,0.99831617,1.63,2.169674,1.63,2.169674
Guyana,2010,0.76,1.0161284,1.76,2.3531394,1.76,2.3531394
Guyana,2011,0.75,1.0077462,1.83,2.4589007,1.83,2.4589007
Guyana,2012,0.75,1.0081052,2.0,2.6882803,2.0,2.6882803
Guyana,2013,0.8,1.0703429,1.98,2.6490989,1.98,2.6490989
Guyana,2014,0.78,1.038441,2.06,2.7425492,2.06,2.7425492
Guyana,2015,0.79,1.046298,2.04,2.7018328,2.08,2.7548099
Guyana,2016,0.84,1.106578,2.32,3.056263,2.48,3.2670395
Guyana,2017,0.86,1.1267384,2.32,3.0395734,2.47,3.2360976
Guyana,2018,0.92,1.1712017,2.43,3.0935001,2.59,3.2971873
Guyana,2019,0.93,1.1643032,2.63,3.2925994,2.8,3.505429
Guyana,2020,0.93,1.1665728,2.61,3.27393,2.77,3.4746308
Haiti,1990,0.25,0.036099337,0.93,0.13428953,1.02,0.1472853
Haiti,1991,0.21,0.029719515,0.89,0.12595414,1.0,0.1415215
Haiti,1992,0.13,0.018041074,0.81,0.11240978,0.9,0.12489975
Haiti,1993,0.08,0.0108903665,0.65,0.08848423,0.69,0.09392941
Haiti,1994,0.03,0.0040074294,0.19,0.025380386,0.19,0.025380386
Haiti,1995,0.16,0.020977223,0.9,0.11799689,0.9,0.11799689
Haiti,1996,0.24,0.030885639,1.06,0.13641156,1.06,0.13641156
Haiti,1997,0.35,0.044218846,1.27,0.16045125,1.27,0.16045125
Haiti,1998,0.25,0.031013902,1.31,0.16251285,1.31,0.16251285
Haiti,1999,0.2,0.024363672,1.38,0.16810934,1.38,0.16810934
Haiti,2000,0.19,0.022726664,1.47,0.17583261,1.47,0.17583261
Haiti,2001,0.2,0.023496991,1.51,0.17740229,1.6,0.18797593
Haiti,2002,0.22,0.025399623,1.71,0.19742434,1.83,0.21127868
Haiti,2003,0.17,0.019291332,1.69,0.19177854,1.81,0.20539594
Haiti,2004,0.17,0.01897005,1.54,0.17184633,1.67,0.18635283
Haiti,2005,0.17,0.018656919,1.58,0.1733996,1.7,0.18656918
Haiti,2006,0.18,0.019425243,1.6,0.17266883,1.72,0.185619
Haiti,2007,0.24,0.025475457,1.93,0.20486513,2.05,0.21760286
Haiti,2008,0.24,0.025064617,1.91,0.19947258,2.03,0.21200489
Haiti,2009,0.26,0.026719704,1.87,0.19217634,1.99,0.20450851
Haiti,2010,0.52,0.052830048,2.34,0.23773523,2.46,0.24992678
Haiti,2011,0.81,0.081371725,2.68,0.2692299,2.7,0.27123907
Haiti,2012,0.88,0.087055095,2.39,0.23643373,2.42,0.23940152
Haiti,2013,0.91,0.08868354,2.61,0.2543561,2.65,0.25825426
Haiti,2014,0.94,0.09027402,2.94,0.2823464,3.02,0.2900293
Haiti,2015,0.94,0.088983454,3.2,0.3029224,3.28,0.31049544
Haiti,2016,1.0,0.09333717,3.29,0.3070793,3.36,0.3136129
Haiti,2017,0.93,0.08560741,3.25,0.29916567,3.33,0.30652976
Haiti,2018,0.86,0.078093596,3.21,0.2914889,3.29,0.2987534
Haiti,2019,0.87,0.07795391,3.24,0.2903111,3.32,0.29747927
Haiti,2020,0.84,0.07429155,3.13,0.27682447,3.21,0.28389984
High-income countries,1990,4824.01,4.823389,11226.13,11.224685,11430.03,11.428559
High-income countries,1991,4844.64,4.8063517,11225.3,11.136583,11425.08,11.3347845
High-income countries,1992,4963.23,4.883616,11249.66,11.069206,11460.149,11.2763195
High-income countries,1993,4955.79,4.8391123,11331.47,11.064685,11542.15,11.270406
High-income countries,1994,5056.29,4.9017115,11504.55,11.152838,11728.12,11.369574
High-income countries,1995,5145.9497,4.9544883,11666.38,11.232318,11896.471,11.453848
High-income countries,1996,5304.81,5.0732417,12036.38,11.510962,12263.95,11.728598
High-income countries,1997,5547.5303,5.2692842,12273.45,11.657853,12502.93,11.875823
High-income countries,1998,5629.89,5.311853,12268.32,11.575273,12492.07,11.786382
High-income countries,1999,5623.4097,5.2716107,12343.399,11.571199,12569.96,11.783587
High-income countries,2000,5744.63,5.3502297,12625.689,11.758867,12856.32,11.973664
High-income countries,2001,5807.41,5.373834,12692.99,11.745342,12921.67,11.956949
High-income countries,2002,5763.01,5.298832,12609.63,11.593997,12840.63,11.806391
High-income countries,2003,5884.46,5.3753977,12834.21,11.723927,13068.24,11.937711
High-income countries,2004,5967.19,5.414901,12968.74,11.768427,13208.0,11.985543
High-income countries,2005,6070.51,5.4701285,13016.97,11.729574,13255.42,11.944442
High-income countries,2006,6049.32,5.409265,12955.26,11.584515,13199.64,11.803037
High-income countries,2007,6233.9497,5.527053,13110.63,11.623953,13363.59,11.848229
High-income countries,2008,6084.21,5.347693,12849.9,11.294371,13094.63,11.509474
High-income countries,2009,5705.94,4.975308,12143.971,10.5889635,12352.5,10.770792
High-income countries,2010,5986.49,5.1838117,12676.59,10.976891,12885.439,11.157738
High-income countries,2011,5934.32,5.1057787,12453.851,10.715062,12665.11,10.896827
High-income countries,2012,5904.78,5.0482736,12306.27,10.521208,12520.14,10.704056
High-income countries,2013,5842.39,4.9651074,12394.38,10.533263,12609.7,10.71625
High-income countries,2014,5711.49,4.826629,12184.85,10.297094,12409.859,10.487244
High-income countries,2015,5585.78,4.6944466,12144.12,10.20626,12368.79,10.39508
High-income countries,2016,5471.65,4.5732837,12050.5205,10.071999,12273.57,10.258428
High-income countries,2017,5382.96,4.4750876,11977.12,9.957098,12198.44,10.141091
High-income countries,2018,5307.6396,4.389945,11998.91,9.92429,12218.81,10.106168
High-income countries,2019,5011.8203,4.125477,11646.31,9.586652,11866.27,9.767713
High-income countries,2020,4613.14,3.787182,10650.03,8.743199,10862.24,8.917414
Honduras,1990,0.04,0.007915721,2.18,0.43140683,2.45,0.48483792
Honduras,1991,0.03,0.005772681,2.16,0.41563302,2.45,0.4714356
Honduras,1992,0.12,0.022451838,2.46,0.4602627,2.73,0.5107793
Honduras,1993,0.17,0.030926842,2.6,0.47299877,2.9,0.52757555
Honduras,1994,0.33,0.058376733,3.0,0.5306976,3.25,0.5749224
Honduras,1995,0.9,0.15482976,3.58,0.6158784,3.87,0.66576797
Honduras,1996,0.73,0.122143984,3.52,0.5889683,3.9,0.65255004
Honduras,1997,0.87,0.14159887,3.62,0.5891815,4.04,0.65753955
Honduras,1998,1.32,0.20924021,4.32,0.68478614,4.68,0.7418516
Honduras,1999,0.84,0.12968226,4.36,0.6731127,4.75,0.7333223
Honduras,2000,1.04,0.15623292,4.49,0.67450565,4.99,0.74961764
Honduras,2001,1.3,0.19011794,5.29,0.7736337,5.8,0.84821844
Honduras,2002,1.48,0.21082886,5.62,0.80057985,6.09,0.86753225
Honduras,2003,1.61,0.22355264,6.25,0.8678286,6.73,0.9344778
Honduras,2004,2.29,0.31015489,7.04,0.95348924,7.56,1.0239174
Honduras,2005,1.97,0.26042303,6.46,0.8539761,6.97,0.9213952
Honduras,2006,2.72,0.35118508,7.36,0.95026547,7.97,1.0290239
Honduras,2007,2.58,0.32557416,7.89,0.9956512,8.54,1.0776757
Honduras,2008,2.6,0.32091728,7.94,0.980032,8.59,1.0602614
Honduras,2009,2.28,0.27545184,7.44,0.8988429,8.07,0.9749545
Honduras,2010,2.29,0.2709759,7.32,0.86617625,7.93,0.9383576
Honduras,2011,2.96,0.3432875,8.8,1.0205845,9.47,1.098288
Honduras,2012,2.84,0.32300735,9.22,1.0486364,9.99,1.1362125
Honduras,2013,3.24,0.36158076,8.99,1.003275,9.69,1.0813943
Honduras,2014,3.62,0.39658841,9.22,1.0100954,9.88,1.0824015
Honduras,2015,3.55,0.3819459,9.82,1.0565376,10.54,1.1340028
Honduras,2016,3.97,0.41962633,9.61,1.0157706,10.39,1.098216
Honduras,2017,2.63,0.27319437,8.47,0.8798314,9.38,0.9743587
Honduras,2018,2.52,0.2573305,8.2,0.8373453,9.03,0.92210096
Honduras,2019,3.48,0.34943858,9.43,0.94689816,10.2,1.0242165
Honduras,2020,3.29,0.32504222,8.2,0.8101356,8.84,0.8733657
Hungary,1990,23.41,2.2561705,65.67,6.3290353,67.42,6.497694
Hungary,1991,24.14,2.326803,63.45,6.11581,64.55,6.221837
Hungary,1992,24.56,2.368355,57.14,5.51009,58.0,5.593021
Hungary,1993,24.9,2.404073,57.36,5.5380573,58.38,5.636537
Hungary,1994,24.31,2.3505104,56.6,5.472599,57.78,5.5866923
Hungary,1995,24.67,2.388844,56.25,5.4467964,57.43,5.5610585
Hungary,1996,25.01,2.4262068,57.34,5.562523,58.45,5.6702037
Hungary,1997,26.03,2.5305693,55.82,5.4266763,56.99,5.5404205
Hungary,1998,26.89,2.6206112,56.13,5.470246,57.35,5.589143
Hungary,1999,26.55,2.5952413,56.69,5.541402,57.91,5.660656
Hungary,2000,23.79,2.3318834,53.28,5.222478,54.63,5.354804
Hungary,2001,23.98,2.3560724,54.92,5.395976,56.28,5.529598
Hungary,2002,22.57,2.223995,54.17,5.3377852,55.6,5.478694
Hungary,2003,23.56,2.3285096,56.78,5.6117477,58.19,5.7511024
Hungary,2004,21.51,2.1308637,55.06,5.454456,56.35,5.582248
Hungary,2005,19.6,1.9456928,54.72,5.4320564,55.92,5.5511804
Hungary,2006,19.92,1.9806975,54.16,5.38527,55.46,5.5145326
Hungary,2007,20.8,2.0714715,52.52,5.2304654,53.85,5.3629203
Hungary,2008,20.0,1.9953095,51.75,5.1628633,53.01,5.2885675
Hungary,2009,16.9,1.6885511,46.87,4.6829815,47.84,4.779898
Hungary,2010,17.29,1.7312797,47.15,4.7212167,47.88,4.794313
Hungary,2011,16.62,1.669807,46.34,4.655767,46.91,4.7130346
Hungary,2012,15.85,1.5974388,42.75,4.3085494,43.43,4.377083
Hungary,2013,13.47,1.3613435,40.25,4.06786,40.76,4.1194034
Hungary,2014,13.27,1.3447635,40.06,4.059625,40.63,4.1173882
Hungary,2015,13.72,1.393707,42.71,4.3385735,43.38,4.4066334
Hungary,2016,13.9,1.4161844,43.54,4.4360194,44.25,4.508357
Hungary,2017,17.36,1.77343,48.67,4.9719377,49.45,5.0516195
